,Province_State,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio,Country_Region,Combined_Key,Last_Update
74,Ontario,51.2538,-85.3232,48317.0,2876.0,42573.0,2868.0,328.4228396649852,5.952356313512842,Canada,"Ontario, Canada",2020-09-20 04:22:56
75,Prince Edward Island,46.5107,-63.4168,57.0,0.0,56.0,1.0,36.039909457630976,0.0,Canada,"Prince Edward Island, Canada",2020-09-20 04:22:56
76,Quebec,52.9399,-73.5491,67080.0,5797.0,58490.0,2793.0,785.6940895143103,8.641920095408468,Canada,"Quebec, Canada",2020-09-20 04:22:56
77,Saskatchewan,52.9399,-106.4509,1787.0,24.0,1642.0,121.0,151.22716571349258,1.3430330162283155,Canada,"Saskatchewan, Canada",2020-09-20 04:22:56
78,Yukon,64.2823,-135.0,15.0,0.0,15.0,0.0,36.51589658698087,0.0,Canada,"Yukon, Canada",2020-09-20 04:22:56
79,,6.6111,20.9394,4786.0,62.0,1830.0,2894.0,99.09386876874316,1.2954450480568325,Central African Republic,Central African Republic,2020-09-20 04:22:56
80,,15.4542,18.7322,1149.0,81.0,966.0,102.0,6.995067959611733,7.049608355091383,Chad,Chad,2020-09-20 04:22:56
81,Antofagasta,-23.6509,-70.3975,19391.0,489.0,18423.0,479.0,3191.755523147676,2.521788458563251,Chile,"Antofagasta, Chile",2020-09-20 04:22:56
82,Araucania,-38.9489,-72.3311,6358.0,103.0,5770.0,485.0,664.2123473711482,1.620006291286568,Chile,"Araucania, Chile",2020-09-20 04:22:56
83,Arica y Parinacota,-18.594,-69.4785,7561.0,138.0,7030.0,393.0,3344.568890776226,1.825155402724508,Chile,"Arica y Parinacota, Chile",2020-09-20 04:22:56
84,Atacama,-27.5661,-70.0503,6552.0,56.0,6083.0,413.0,2267.5674179079683,0.8547008547008547,Chile,"Atacama, Chile",2020-09-20 04:22:56
85,Aysen,-45.9864,-73.7669,223.0,1.0,155.0,67.0,216.1732488028073,0.4484304932735426,Chile,"Aysen, Chile",2020-09-20 04:22:56
86,Biobio,-37.4464,-72.1416,21564.0,286.0,19404.0,1874.0,1385.144574946766,1.3262845483212762,Chile,"Biobio, Chile",2020-09-20 04:22:56
87,Coquimbo,-29.959,-71.3389,11497.0,192.0,10756.0,549.0,1517.5834822713198,1.6700008697921196,Chile,"Coquimbo, Chile",2020-09-20 04:22:56
88,Los Lagos,-41.9198,-72.1416,8086.0,85.0,7312.0,689.0,975.7357235600476,1.0511996042542666,Chile,"Los Lagos, Chile",2020-09-20 04:22:56
89,Los Rios,-40.231,-72.3311,1500.0,15.0,1254.0,231.0,389.7754114079468,1.0,Chile,"Los Rios, Chile",2020-09-20 04:22:56
90,Magallanes,-52.368,-70.9863,6273.0,64.0,4924.0,1285.0,3766.82099043433,1.0202454965726129,Chile,"Magallanes, Chile",2020-09-20 04:22:56
91,Maule,-35.5183,-71.6885,14317.0,297.0,12693.0,1327.0,1370.1134025551462,2.074456939302926,Chile,"Maule, Chile",2020-09-20 04:22:56
92,Metropolitana,-33.4376,-70.6505,282535.0,8998.0,269784.0,3753.0,3972.200571138712,3.184738174031536,Chile,"Metropolitana, Chile",2020-09-20 04:22:56
93,Nuble,-36.7226,-71.7622,5881.0,105.0,5223.0,553.0,1223.6558200116935,1.7854106444482232,Chile,"Nuble, Chile",2020-09-20 04:22:56
